place,title,msg,price,per_meter,year,area,age,lat,lng,income,loc,place,平均值项:lat,平均值项:lng,平均值项:per_meter,,,,
乾溪三村,近日月光 地铁700米 非顶楼 加装电梯 文明小区,高楼层 (共6层) | 1996年建 | 1室1厅 | 38.08平米 | 南 北,194,"50,946",1996,38.08,26,31.31502886,121.413558,63491,2,金辉兰湖美域,31.41787886,121.358844,37914.66667,,,,
乾溪二村,满五年，南北两房格局好，视野开阔，采光充足,高楼层 (共6层) | 1997年建 | 2室1厅 | 72.3平米 | 南,373,"51,591",1997,72.3,25,31.31203386,121.409873,63491,2,锦龙苑,31.31877942,121.385661,55987.5,,,,
乾溪二村,高楼层双南户型采光好，配套完善，看房方便，诚意出售,高楼层 (共6层) | 1995年建 | 2室1厅 | 63.24平米 | 南,320,"50,601",1995,63.24,27,31.31203386,121.409873,63491,2,锦秋花园,31.33037189,121.3967971,55514.66667,,,,
乾溪二村,南北通透三房，配套成熟，交通便利。,高楼层 (共6层) | 1996年建 | 3室1厅 | 92.3平米 | 南 北,455,"49,296",1996,92.3,26,31.31203386,121.409873,63491,2,锦秋路1188弄,31.32256847,121.3892419,38936,,,,
乾溪二村,"满五,v1，税费少。精装修，配套成熟，交通便利 。",高楼层 (共6层) | 1997年建 | 2室1厅 | 67.89平米 | 南,348,"51,260",1997,67.89,25,31.31203386,121.409873,63491,2,经纬城市绿洲,31.32806779,121.4041283,60175.33333,,,,
乾溪二村,低楼层+天井，近中环，看房随时，诚意出售,低楼层 (共6层) | 1998年建 | 2室1厅 | 67.65平米 | 南,370,"54,694",1998,67.65,24,31.31203386,121.409873,63491,2,经纬观澜弘郡家园(三期),31.33318085,121.4043,53643,,,,
乾溪二村,满五年一套房，近地铁，大三房得房多，单价低,高楼层 (共6层) | 1995年建 | 3室1厅 | 87.23平米 | 南,430,"49,295",1995,87.23,27,31.31203386,121.409873,63491,2,经纬学府涵青花园(二期),31.33689444,121.4041047,60282.3,,,,
乾溪二村,南北通透三房，配套成熟，交通便利。,高楼层 (共6层) | 1996年建 | 3室1厅 | 92.3平米 | 南 北,455,"49,296",1996,92.3,26,31.31203386,121.409873,63491,2,经纬阳光水岸家园(一期),31.33303149,121.410991,62536.08333,,,,
乾溪二村,一楼带天井，配套完善，近中环，位置好,低楼层 (共6层) | 2000年建 | 2室1厅 | 63.33平米 | 南,339,"53,530",2000,63.33,22,31.31203386,121.409873,63491,2,景华世纪园,31.33398327,121.4623547,54586,,,,
乾溪新村,非顶楼，单价低，近地铁，配套齐全，南北通透,高楼层 (共6层) | 1994年建 | 1室1厅 | 44.82平米 | 南 北,239,"53,325",1994,44.82,28,31.83559998,121.3384021,63491,2,九英里,31.33679351,121.4373575,64851,,,,
乾溪新村,地铁口300M 双南户型 采光好业主诚意出售 已满五年,高楼层 (共6层) | 1994年建 | 2室1厅 | 64.45平米 | 南,323,"50,117",1994,64.45,28,31.83559998,121.3384021,63491,2,菊泉公寓,31.36150511,121.3811315,36761,,,,
乾溪新村,非顶楼，单价低，近地铁，配套齐全，南北通透,高楼层 (共6层) | 1994年建 | 1室1厅 | 44.82平米 | 南 北,239,"53,325",1994,44.82,28,31.83559998,121.3384021,63491,2,菊泉新城(菊泉街39弄),31.35767887,121.3870542,42718,,,,
乾溪新村,"地铁口300M,中环边南北通一房，总价低诚意卖",高楼层 (共6层) | 1994年建 | 1室1厅 | 44.82平米 | 南,215,"47,970",1994,44.82,28,31.83559998,121.3384021,63491,2,菊泉新城(菊盛路186弄),31.35751374,121.3793097,43661,,,,
乾溪新村,满五只有这一套，地铁口，诚意出售。,高楼层 (共6层) | 1994年建 | 2室1厅 | 58.08平米 | 南,291,"50,104",1994,58.08,28,31.83559998,121.3384021,63491,2,菊泉新城(菊盛路50弄),31.35673389,121.3838272,45082,,,,
乾溪新村,此房无增值税，有1%个税，双南两房，近地铁500m,低楼层 (共6层) | 1994年建 | 2室1厅 | 64.01平米 | 南,345,"53,898",1994,64.01,28,31.83559998,121.3384021,63491,2,菊泉新城(陆翔路358弄),31.35656737,121.3754217,45294,,,,
乾溪新村,M5税费少，场中路地铁500M，中间位置，总价低采光好,高楼层 (共6层) | 1994年建 | 1室1厅 | 41.02平米 | 南,218,"53,145",1994,41.02,28,31.83559998,121.3384021,63491,2,菊泉新城(陆翔路678弄),31.35815861,121.3754553,41671.33333,,,,
乾溪新村,乾溪近地铁近中环交通便利，满五+1，小两房诚意出售,高楼层 (共6层) | 1994年建 | 2室1厅 | 56.98平米 | 南,300,"52,651",1994,56.98,28,31.83559998,121.3384021,63491,2,聚丰景都,31.31850556,121.3813599,55816.9,,,,
乾溪新村,房子地铁口边上，出行方便，总价低，诚意卖，看房方便,高楼层 (共6层) | 1994年建 | 1室1厅 | 45.39平米 | 南,232,"51,113",1994,45.39,28,31.83559998,121.3384021,63491,2,康桥水都(公寓),22.64544097,114.0293667,40541.9,,,,
乾溪新村,乾溪近地铁近中环交通便利，满五+1，小两房诚意出售,高楼层 (共6层) | 1994年建 | 2室1厅 | 56.98平米 | 南,300,"52,651",1994,56.98,28,31.83559998,121.3384021,63491,2,康泰东苑,31.2918919,121.4141595,60969.8,,,,
乾溪新村,房子地铁口边上，出行方便，总价低，诚意卖，看房方便,高楼层 (共6层) | 1994年建 | 1室1厅 | 45.39平米 | 南,232,"51,113",1994,45.39,28,31.83559998,121.3384021,63491,2,康泰新城,31.28847184,121.411184,61015,,,,
乾溪新村,近地铁 边套全明 满五年 居家装修拎包入住,高楼层 (共6层) | 1994年建 | 2室1厅 | 60.67平米 | 东南,320,"52,745",1994,60.67,28,31.83559998,121.3384021,63491,2,朗诗绿岛(公寓),31.29261706,121.5083614,45856.5,,,,
乾溪新村,中环边三区交汇 日月光商场 7号线地铁口 双南两房,高楼层 (共6层) | 1994年建 | 2室1厅 | 64.73平米 | 南,309,"47,737",1994,64.73,28,31.83559998,121.3384021,63491,2,乐业二村,31.41801191,121.4392359,36534,,,,
乾溪新村,乾溪近地铁近中环交通便利，满五+1，小两房诚意出售,高楼层 (共6层) | 1994年建 | 2室1厅 | 56.98平米 | 南,300,"52,651",1994,56.98,28,31.83559998,121.3384021,63491,2,乐业五村,31.41924054,121.4302439,35649.88889,,,,
乾溪新村,房子地铁口边上，出行方便，总价低，诚意卖，看房方便,高楼层 (共6层) | 1994年建 | 1室1厅 | 45.39平米 | 南,232,"51,113",1994,45.39,28,31.83559998,121.3384021,63491,2,乐业一村,31.41728418,121.4408977,37336.375,,,,
住嘉新苑,新上大三房，楼层好，户型方正，南北通透，满五年。,高楼层 (共16层) | 2005年建 | 3室2厅 | 152.35平米 | 南 北,828,"54,349",2005,152.35,17,31.34014641,121.4524792,63491,2,丽景翠庭,31.39483926,121.4372148,46877.33333,,,,
保利叶上海(一期),央企开发 满五一 人车分流 正对花园 高楼层采光好,中楼层 (共25层) | 2010年建 | 2室2厅 | 80.3平米 | 南,455,"56,663",2010,80.3,12,31.34857308,121.3623787,63491,2,联建新村(宝山),31.41027947,121.496563,45848,,,,
保利叶上海(一期),品质小区，中高楼层，居住舒适，意向可谈，随时看房,中楼层 (共18层) | 2010年建 | 2室2厅 | 78.65平米 | 南,448,"56,962",2010,78.65,12,31.34857308,121.3623787,63491,2,岭南翠庭,31.33125476,121.4610382,54527,,,,
保利叶上海(一期),品质小区，中高楼层，居住舒适，意向可谈，随时看房,中楼层 (共18层) | 2010年建 | 2室2厅 | 78.65平米 | 南,448,"56,962",2010,78.65,12,31.34857308,121.3623787,63491,2,岭南雅苑,31.33086904,121.4631405,64490.5,,,,
保利叶上海(一期),央企开发品质小区，视野开阔，采光无遮挡,低楼层 (共27层) | 2010年建 | 2室2厅 | 79.93平米 | 南,425,"53,172",2010,79.93,12,31.34857308,121.3623787,63491,2,禄德华苑,31.27424707,121.4820739,40087,,,,
保利叶上海(一期),诚售可看可签楼层佳采光好无个税值得拥有,中楼层 (共24层) 2室1厅 | 80.34平米 | 南,438,"54,519",,80.34,,31.34857308,121.3623787,63491,2,罗南二村,31.39220401,121.3719282,32633.58333,,,,
保利叶上海(一期),满五wei壹中高层，视野好花园住宅，人车分流央企楼盘,低楼层 (共25层) | 2010年建 | 2室2厅 | 80.3平米 | 南,450,"56,040",2010,80.3,12,31.34857308,121.3623787,63491,2,罗南一村,31.39012138,121.3681865,32160,,,,
保利叶上海(一期),央企开发 满五年；高楼层，采光好,中楼层 (共26层) 2室2厅 | 81.69平米 | 南,458,"56,066",,81.69,,31.34857308,121.3623787,63491,2,绿地海域笙晖(公寓),31.37133071,121.4563658,51642.5,,,,
保利叶上海(一期),顾村公园+双轨交+央企开发+人车分流+有大露台+诚意卖,低楼层 (共24层) | 2010年建 | 2室2厅 | 76.53平米 | 南,408,"53,313",2010,76.53,12,31.34857308,121.3623787,63491,2,绿洲花园,31.1718703,121.396858,43516.6,,,,
保利叶上海(一期),顾村公园景区旁央企两房，户型方正,低楼层 (共27层) | 2010年建 | 2室2厅 | 80.22平米 | 南 北,438,"54,600",2010,80.22,12,31.34857308,121.3623787,63491,2,美岸栖庭(公寓),31.33362856,121.4988809,69686.5,,,,
保利叶上海(二期),前排采光无遮挡，满五年，精装修可拎包入住,低楼层 (共30层) | 2012年建 | 3室2厅 | 85.9平米 | 南,500,"58,208",2012,85.9,10,31.35114089,121.3610629,63491,2,美兰湖岭域,31.39808472,121.3647615,44445,,,,
保利叶语(一期)(公寓),保利叶语一期，南北通透四房，双地铁，靠公园，满五年,低楼层 (共22层) | 2012年建 | 4室2厅 | 128.52平米 | 南 北,780,"60,691",2012,128.52,10,31.34989223,121.3753166,63491,2,美兰湖颐景园,31.40023484,121.3687549,42617.3,,,,
保利叶语(二期)(公寓),保利大平层复式 近双轨地铁 公园 医院,低楼层 (共19层) | 2013年建 | 4室2厅 | 210.05平米 | 南,1314,"62,557",2013,210.05,9,31.34789185,121.369905,63491,2,美兰湖中华园,31.41405571,121.366387,42225,,,,
保利叶语(二期)(公寓),"7-15双轨精装大三房,全明格局自带暖气+25平大露台",低楼层 (共17层) | 2013年建 | 3室2厅 | 121.27平米 | 西南 北,715,"58,960",2013,121.27,9,31.34789185,121.369905,63491,2,美罗家园宝欣苑七村,31.39084139,121.3462902,34792.71429,,,,
保利叶语(二期)(公寓),近双轨地铁，顾村公园，一楼带室外花园,低楼层 (共17层) | 2013年建 | 4室2厅 | 124.62平米 | 南,785,"62,992",2013,124.62,9,31.34789185,121.369905,63491,2,美罗家园佳翔苑,31.40685282,121.3439661,35453.25,,,,
信达郡庭,满5年 精装下叠别墅 大花园 地下车位 近7号线地铁,低楼层 (共1层) | 2012年建 | 4室2厅 | 294.17平米 | 南 北,1200,"40,793",2012,294.17,10,31.40948249,121.3583614,63491,2,美罗家园绣苑,31.39576105,121.3493698,36254,,,,
信达郡庭,近地铁，带花园精装大户型，交通生活配套齐全,低楼层 (共8层) | 2012年建 | 4室2厅 | 159.69平米 | 东南 南,738,"46,215",2012,159.69,10,31.40948249,121.3583614,63491,2,美诗邸,31.31297135,121.390518,66379,,,,
信达郡庭,M7 楼层佳 河景平墅 满5* 有车位 有地下室,中楼层 (共4层) | 2012年建 | 4室2厅 | 232平米 | 南,1000,"43,104",2012,232,10,31.40948249,121.3583614,63491,2,民主花园,31.32455814,121.454689,46138,,,,
共和一村,房子满五年 税费少 产权清晰 双南两房 诚意出售,高楼层 (共6层) | 1994年建 | 2室1厅 | 66.28平米 | 南,326,"49,186",1994,66.28,28,31.3285631,121.4705475,63491,2,南大路118弄,31.30614399,121.4108245,44913,,,,
共和一村,业主诚售+中间楼层+采光充足+交通便利,中楼层 (共6层) | 1994年建 | 1室1厅 | 52.85平米 | 南,275,"52,035",1994,52.85,28,31.3285631,121.4705475,63491,2,南大路180弄,31.2275365,121.335903,46625,,,,
共和一村,房子满五年 税费少 产权清晰 全明户型 诚意出售,高楼层 (共6层) | 1995年建 | 1室1厅 | 52.85平米 | 南 北,275,"52,035",1995,52.85,27,31.3285631,121.4705475,63491,2,南大路190弄,31.20574368,121.4448853,45549,,,,
共和三村,双南两房 全明户型 厨卫朝北 满五年 产权清晰 诚意售,高楼层 (共6层) | 1994年建 | 2室1厅 | 74.15平米 | 南,388,"52,327",1994,74.15,28,31.32776728,121.4648478,63491,2,南华苑,31.27706189,121.428641,57922,,,,
共和三村,示范小区，一梯两户，诚意出售，采光视野好,高楼层 (共6层) | 1994年建 | 1室1厅 | 52.52平米 | 南,258,"49,125",1994,52.52,28,31.32776728,121.4648478,63491,2,鹏程花苑,31.34305069,121.4950854,47719,,,,
共和四村,"房改售房，采光充足，总价低，视野好,户型方正",高楼层 (共6层) | 1995年建 | 1室1厅 | 47.8平米 | 南,222,"46,444",1995,47.8,27,31.32672228,121.4616976,63491,2,祁连二村,31.32069691,121.384124,50311.66667,,,,
共和小区,采光好+近地铁+近万达+随时看房,高楼层 (共6层) | 1994年建 | 1室1厅 | 47.48平米 | 南,275,"57,920",1994,47.48,28,31.26146539,121.4704854,63491,2,祁连三村,31.3173059,121.3894156,49236.75,,,,
共和小区,近地铁，有万达，楼层好，采光足,低楼层 (共6层) | 1995年建 | 1室1厅 | 49.05平米 | 南 北,290,"59,124",1995,49.05,27,31.26146539,121.4704854,63491,2,祁连四村,31.32171182,121.3886365,52288,,,,
共和小区,近地铁，有万达，楼层好，采光足,低楼层 (共6层) | 1995年建 | 1室1厅 | 49.05平米 | 南 北,290,"59,124",1995,49.05,27,31.26146539,121.4704854,63491,2,祁连欣苑,31.31684532,121.3839505,50890.75,,,,
共富一村,共富精选链家好房+近地铁+全明户型+税费少+拎包入住,高楼层 (共6层) | 1997年建 | 2室1厅 | 83.93平米 | 南 北,345,"41,106",1997,83.93,25,31.35861521,121.4364786,63491,2,祁连一村,31.3189929,121.387171,50880.4,,,,
共富一村,贝壳五星认证+链家优选房源+飞机大三房地铁200米,高楼层 (共6层) | 1997年建 | 3室1厅 | 110.11平米 | 南 北,446,"40,505",1997,110.11,25,31.35861521,121.4364786,63491,2,乾溪二村,31.31203386,121.409873,51195.375,,,,
共富一村,近地铁1号线+低首付适合刚需+配套齐全,高楼层 (共6层) | 1997年建 | 2室1厅 | 71.63平米 | 南,320,"44,675",1997,71.63,25,31.35861521,121.4364786,63491,2,乾溪三村,31.31502886,121.413558,50946,,,,
共富一村,近地铁+非顶楼+三房户型方正两房朝南一房朝北,高楼层 (共6层) | 1997年建 | 3室1厅 | 88.4平米 | 南,404,"45,702",1997,88.4,25,31.35861521,121.4364786,63491,2,乾溪新村,31.83559998,121.3384021,51577.2,,,,
共富一村,链家精选+税费少+近地铁+户型方正+采光通风好+全明,高楼层 (共6层) | 1997年建 | 1室1厅 | 49.04平米 | 南,232,"47,309",1997,49.04,25,31.35861521,121.4364786,63491,2,庆安一村,31.41369229,121.4426384,40065.33333,,,,
共富一村,新上房源，中间楼层，近地铁，业主诚意出售。,低楼层 (共6层) | 1997年建 | 2室2厅 | 82.62平米 | 南 北,379,"45,873",1997,82.62,25,31.35861521,121.4364786,63491,2,庆安苑,31.41235887,121.442885,38441,,,,
共富一村,LianJia精选+店长推荐+近一号线300米,低楼层 (共6层) | 1997年建 | 3室2厅 | 100.13平米 | 南,415,"41,447",1997,100.13,25,31.35861521,121.4364786,63491,2,荣域飘鹰锦和花园(公寓),31.37359797,121.4355673,44463,,,,
共富一村,共富精选链家好房+近地铁+全明户型+税费少+拎包入住,高楼层 (共6层) | 1997年建 | 2室1厅 | 83.93平米 | 南 北,345,"41,106",1997,83.93,25,31.35861521,121.4364786,63491,2,三花现代城(一期丹桂苑),31.32314556,121.4822288,67630.5,,,,
共富一村,共富优选+户型方正+位置佳+全明户型+近地铁+装修好,高楼层 (共6层) | 1997年建 | 2室2厅 | 74.03平米 | 南 北,319,"43,091",1997,74.03,25,31.35861521,121.4364786,63491,2,三门路485弄,31.31862695,121.4998612,56285,,,,
共富一村,Lianjia精选+双南两房+得房率高+满五税费少+店长推荐,高楼层 (共6层) | 1997年建 | 2室1厅 | 72.38平米 | 南,319,"44,073",1997,72.38,25,31.35861521,121.4364786,63491,2,三门路489弄,31.31933687,121.4994521,55839.25,,,,
共富一村,共富一村 3室1厅 南 北,中楼层 (共6层) | 1997年建 | 3室1厅 | 110.11平米 | 南 北,478,"43,412",1997,110.11,25,31.35861521,121.4364786,63491,2,三湘盛世花园,31.33149836,121.4580548,61550,,,,
共富一村,Lianjia精选+店长推荐+花园位置+舒适三房+业主诚意,高楼层 (共6层) | 1997年建 | 3室1厅 | 91.95平米 | 南,399,"43,394",1997,91.95,25,31.35861521,121.4364786,63491,2,上大聚丰园,31.31520509,121.3916876,52686.5,,,,
共富一村,链家精选+税费少+近地铁+户型方正+采光通风好+全明,高楼层 (共6层) | 1995年建 | 1室1厅 | 51.28平米 | 南,230,"44,852",1995,51.28,27,31.35861521,121.4364786,63491,2,上大阳光乾和园,31.30829675,121.4084083,47269,,,,
共富一村,近地铁1号线+低首付适合刚需+配套齐全,高楼层 (共6层) | 1997年建 | 2室1厅 | 71.63平米 | 南,320,"44,675",1997,71.63,25,31.35861521,121.4364786,63491,2,上大阳光乾静园,31.31789667,121.4136395,53917.5,,,,
共富三村,宝山+共富+高楼层+户型方正+南北通+采光充足+视野好,高楼层 (共6层) | 1998年建 | 2室1厅 | 76.8平米 | 南 北,349,"45,443",1998,76.8,24,31.35460067,121.4326931,63491,2,上大阳光乾龙苑,31.31188454,121.4079224,47824,,,,
共富三村,此房满五年v1，南北通透，动静分离，视野宽阔，带天井,低楼层 (共6层) | 1999年建 | 3室2厅 | 126.21平米 | 南 北,540,"42,786",1999,126.21,23,31.35460067,121.4326931,63491,2,上大阳光乾宁园,31.31837175,121.4108495,51806,,,,
共富二村,新上顶复，买一层加一层，次新房靠地铁,高楼层 (共6层) | 2006年建 | 5室2厅 | 148.31平米 | 南 北,660,"44,502",2006,148.31,16,31.35455387,121.438083,63491,2,上大阳光乾心园,31.31363989,121.4175151,47645,,,,
共富二村,次新房顶复，单价低，靠地铁近，单价低,高楼层 (共6层) | 2004年建 | 3室2厅 | 118平米 | 南 北,490,"41,526",2004,118,18,31.35455387,121.438083,63491,2,上置香岛原墅(公寓),31.41655413,121.3661703,44784,,,,
共富二村,链家优选好房~05年次新房~采光好~满五*~次顶楼,高楼层 (共6层) | 2004年建 | 2室2厅 | 98.63平米 | 南 北,445,"45,119",2004,98.63,18,31.35455387,121.438083,63491,2,圣卡洛铂庭,31.36371889,121.3881027,41377.25,,,,
共富二村,新上三房，户型正气，位置好，到地铁方便,高楼层 (共6层) | 1996年建 | 3室2厅 | 94.41平米 | 南 北,403,"42,687",1996,94.41,26,31.35455387,121.438083,63491,2,盛世宝邸(一期),31.34032507,121.4963457,74584.5,,,,
