place,title,msg,price,per_meter,year,area,age,lat,lng,income,loc,place,平均值项:lat,平均值项:lng,平均值项:per_meter,,,,,,,
万千公寓,交通便利，采光充足，配套齐全，南北通透,低楼层 (共28层) | 2000年建 | 3室2厅 | 127.24平米 | 南 北,775,"60,909",2000,127.24,22,31.26250926,121.437575,70500,1,爱建新村,31.24945384,121.404576,65306,,,,,,,
中远两湾城,内环内，地铁口06年房龄，南北通，万科物业，随时看房,低楼层 (共34层) | 2006年建 | 2室2厅 | 104.37平米 | 南,960,"91,981",2006,104.37,16,31.25805502,121.4476989,70500,1,岚皋路300弄,31.25979703,121.4301468,64601,,,,,,,
中远两湾城,高区大两房 视野开阔景观好 房龄新 满五0一精装配置,高楼层 (共34层) | 2005年建 | 2室2厅 | 123.84平米 | 南,1200,"96,900",2005,123.84,17,31.25805502,121.4476989,70500,1,岚皋馨苑,31.26029687,121.4222201,79726,,,,,,,
中远两湾城,全南户型，高区楼层，视野开阔，税费少,高楼层 (共34层) | 2005年建 | 2室2厅 | 105.67平米 | 西南,960,"90,849",2005,105.67,17,31.25805502,121.4476989,70500,1,岚灵小区,31.2730409,121.428769,67454,,,,,,,
中远两湾城,中远两湾城 1室2厅 南,中楼层 (共33层) | 2004年建 | 1室2厅 | 89.82平米 | 南,950,"105,768",2004,89.82,18,31.25805502,121.4476989,70500,1,乐怡苑(普陀),31.2488093,121.4378796,70398,,,,,,,
中远两湾城,沿河中间大五房 5-1 诚意售 一线景观 欢迎来看,低楼层 (共34层) | 2005年建 | 5室2厅 | 172.66平米 | 南 北,1560,"90,351",2005,172.66,17,31.25805502,121.4476989,70500,1,莲花公寓(普陀),31.29086934,121.4071074,52898.25,,,,,,,
中远两湾城,苏州河边，精彩世界，看梦清园全景也可看陆家嘴的繁荣,低楼层 (共32层) | 2004年建 | 3室2厅 | 164.63平米 | 南,1500,"91,114",2004,164.63,18,31.25805502,121.4476989,70500,1,灵芝公寓,31.27962587,121.437168,63738,,,,,,,
中远两湾城,满五年买进445万税少，带大露台！单价9万哦，到价,低楼层 (共30层) | 2001年建 | 2室2厅 | 102.19平米 | 南,935,"91,497",2001,102.19,21,31.25805502,121.4476989,70500,1,隆德小区,31.2354019,121.428553,72834,,,,,,,
中远两湾城,沿河中间大五房 5-1 诚意售 一线景观 欢迎来看,低楼层 (共34层) | 2005年建 | 5室2厅 | 172.66平米 | 南 北,1560,"90,351",2005,172.66,17,31.25805502,121.4476989,70500,1,陆三小区,31.2493481,121.4259035,68332,,,,,,,
中远两湾城,急急急+hao装+满5wei一税费少+视野开阔+看中xin花园,中楼层 (共33层) | 2005年建 | 2室2厅 | 109.71平米 | 南,1088,"99,171",2005,109.71,17,31.25805502,121.4476989,70500,1,陆一小区,31.24957092,121.4266893,75034.33333,,,,,,,
中远两湾城,近地铁+高区+层高三米+安静+私密强+视野好+精装带地暖,高楼层 (共27层) | 2004年建 | 2室2厅 | 120.37平米 | 东南,1193,"99,112",2004,120.37,18,31.25805502,121.4476989,70500,1,洛川路14号,31.26941922,121.4514763,56703,,,,,,,
中远两湾城,业主急售+06年房龄+南北通+前后花园+五年wei一税少,低楼层 (共34层) | 2006年建 | 3室2厅 | 141.63平米 | 南,1340,"94,613",2006,141.63,16,31.25805502,121.4476989,70500,1,洛川路26号,31.26919398,121.4509339,55249,,,,,,,
中远两湾城,满五年买进445万税少，带大露台！单价9万哦，到价,低楼层 (共30层) | 2001年建 | 2室2厅 | 102.19平米 | 南,935,"91,497",2001,102.19,21,31.25805502,121.4476989,70500,1,绿地海珀玉晖,31.23401622,121.42542,113216.5,,,,,,,
中远两湾城,一期高品质，总价低，户型正气，业主诚意出售,低楼层 (共34层) | 2001年建 | 2室1厅 | 95.83平米 | 西南,920,"96,004",2001,95.83,21,31.25805502,121.4476989,70500,1,绿地世纪城(二期),31.24016953,121.4266514,95785,,,,,,,
中骏天誉(公寓),中环内品质社区+地铁11/15号线+有产权车位+位置佳,高楼层 (共18层) | 2016年建 | 5室2厅 | 210.5平米 | 南 北,2480,"117,815",2016,210.5,6,31.21890073,121.3192942,70500,1,绿地世纪城(三期),31.23898546,121.4256269,94994,,,,,,,
中鹰黑森林,中鹰黑森林，电梯高区 全明1房 二手买进 诚意出售,高楼层 (共22层) | 2007年建 | 1室2厅 | 87.2平米 | 东南,950,"108,945",2007,87.2,15,31.27739876,121.4155348,70500,1,绿地世纪城(一期),31.23898546,121.4256269,102513,,,,,,,
中鹰黑森林,高品质住宅 人车分流 环境优美 业主诚意出售,中楼层 (共22层) | 2007年建 | 1室2厅 | 92.94平米 | 南,940,"101,141",2007,92.94,15,31.27739876,121.4155348,70500,1,绿翡翠家园,31.26150776,121.411455,69063.66667,,,,,,,
中鹰黑森林,黑森林高品质住宅 人车分流 全南户型 业主诚意出售,高楼层 (共22层) | 2007年建 | 1室2厅 | 87.2平米 | 南,950,"108,945",2007,87.2,15,31.27739876,121.4155348,70500,1,绿叶小区(普陀),31.24903629,121.4253952,72588,,,,,,,
中鹰黑森林,满五年wei一，南北通透格局好，视野开阔。,高楼层 (共18层) | 2007年建 | 2室2厅 | 135.63平米 | 南 北,1480,"109,121",2007,135.63,15,31.27739876,121.4155348,70500,1,绿洲公寓,31.25791024,121.4005588,66099.25,,,,,,,
中鹰黑森林,科技别墅 总价低 恒温恒湿恒氧,低楼层 (共5层) | 2009年建 | 3室2厅 | 232.72平米 | 南,2100,"90,238",2009,232.72,13,31.27739876,121.4155348,70500,1,绿洲湖畔花园,31.24050406,121.3875973,95426,,,,,,,
中鹰黑森林,科技别墅 总价低 恒温恒湿恒氧,低楼层 (共5层) | 2009年建 | 3室2厅 | 232.72平米 | 南,2100,"90,238",2009,232.72,13,31.27739876,121.4155348,70500,1,梅北小区,31.24683307,121.404559,75625.5,,,,,,,
中鼎豪园,诚心出售，花园住宅小区，通风好采光佳，南北两房,低楼层 (共8层) | 2005年建 | 2室2厅 | 105.51平米 | 南,695,"65,871",2005,105.51,17,31.26939993,121.395046,70500,1,梅川二街坊,31.24737412,121.3988173,80000.71429,,,,,,,
乐怡苑(普陀),满五年+低额税费+成熟商圈+四轨交汇+房中貂蝉,高楼层 (共7层) | 1989年建 | 2室0厅 | 55.4平米 | 南 西南,390,"70,398",1989,55.4,33,31.2488093,121.4378796,70500,1,梅川四街坊,31.25170361,121.3968856,78953.8,,,,,,,
九茂小区,全明双南的两房，高区景观，带10平露台，满五,高楼层 (共7层) | 1994年建 | 2室1厅 | 81.86平米 | 南,660,"80,626",1994,81.86,28,31.24675697,121.4496248,70500,1,梅川一街坊,31.24630946,121.401724,79213.09091,,,,,,,
九茂小区,长寿路地铁口 业主诚售 年底满五 装修可直接入住,高楼层 (共6层) | 1985年建 | 1室1厅 | 45.88平米 | 东,355,"77,376",1985,45.88,37,31.24675697,121.4496248,70500,1,梅岭苑,31.24873938,121.4137189,69789.75,,,,,,,
九茂小区,长寿路地铁口 内环内朝南一房 小区已翻新,高楼层 (共6层) | 1985年建 | 1室1厅 | 39.88平米 | 西南,330,"82,749",1985,39.88,37,31.24675697,121.4496248,70500,1,梅岭支路85弄,31.24120122,121.4169939,67736.5,,,,,,,
九茂小区,巨诚意大一室 内环内 商场众多 7/13双轨,高楼层 (共6层) | 1985年建 | 1室1厅 | 45.88平米 | 东,330,"71,927",1985,45.88,37,31.24675697,121.4496248,70500,1,梅六小区,31.24755411,121.3941175,78915.5,,,,,,,
书香名第,此房苏州河畔，格局好，南北通透,低楼层 (共7层) | 1998年建 | 3室2厅 | 134.65平米 | 北 南 东,953,"70,777",1998,134.65,24,31.22878386,121.414583,70500,1,明丰世纪苑,31.26750037,121.3977084,69671.5,,,,,,,
书香名第,此房满五税费少 三房带院子 东边套采光格局好 诚售,低楼层 (共7层) | 1998年建 | 3室2厅 | 126.4平米 | 南,890,"70,412",1998,126.4,24,31.22878386,121.414583,70500,1,牡丹新苑,31.26052005,121.4245407,80676,,,,,,,
书香名第,大两房两厅一梯两户，边套全明，诚意出售 苏州河边上,高楼层 (共7层) | 1999年建 | 2室2厅 | 105.93平米 | 南,735,"69,386",1999,105.93,23,31.22878386,121.414583,70500,1,南大街22弄,0,0,66802,,,,,,,
五星公寓,此房电梯中区，满五年，多轨交汇，商圈成熟，设施齐全,中楼层 (共24层) | 1996年建 | 2室1厅 | 86.16平米 | 南,620,"71,960",1996,86.16,26,31.23997154,121.4168235,70500,1,南大街26号,0,0,62392,,,,,,,
五星公寓,内环边地铁边＋户型方正全明＋安静不吵＋看环球港夜,中楼层 (共24层) | 1996年建 | 2室1厅 | 86.16平米 | 东,620,"71,960",1996,86.16,26,31.23997154,121.4168235,70500,1,南泉苑,31.27516048,121.4302508,66293.42857,,,,,,,
五星公寓,金沙江路地铁站 环球港旁的电梯大1房就看这套,低楼层 (共24层) | 1996年建 | 1室2厅 | 86.16平米 | 南,610,"70,799",1996,86.16,26,31.23997154,121.4168235,70500,1,怒江新苑,31.24198034,121.4039902,73530.66667,,,,,,,
交暨小区,中间楼层+近地铁+万里精装两房+诚意出售,中楼层 (共6层) | 1996年建 | 2室1厅 | 83.49平米 | 南,555,"66,476",1996,83.49,26,31.26948047,121.4282661,70500,1,品尊国际,31.26338629,121.4263683,103871.6667,,,,,,,
交暨小区,地铁口低总价房源，诚意出售，方便看房，户型正气,高楼层 (共6层) | 1996年建 | 1室1厅 | 61.2平米 | 南,358,"58,497",1996,61.2,26,31.26948047,121.4282661,70500,1,平江盛世家园,31.30067292,121.4320428,65823.09091,,,,,,,
交暨小区,满五年+精装修+高区景观好+全明,高楼层 (共7层) | 1996年建 | 2室2厅 | 92.33平米 | 南 西 北,528,"57,187",1996,92.33,26,31.26948047,121.4282661,70500,1,普陀二村,31.24178345,121.4246372,77863,,,,,,,
佳祥公寓,地铁上 盖 双南大两房 精装修 业主诚意卖,中楼层 (共21层) | 2004年建 | 2室1厅 | 121.01平米 | 南,740,"61,152",2004,121.01,18,31.25676384,121.3967188,70500,1,普雄馨苑,31.2429557,121.4309486,82100,,,,,,,
信仪新村,满五 美丽家园 精装 采光好 配套齐全 业主诚意售,高楼层 (共6层) | 1983年建 | 1室1厅 | 40.81平米 | 南 北,270,"66,161",1983,40.81,39,31.25471298,121.4289066,70500,1,清涧八街坊,31.26433229,121.3951986,56063.33333,,,,,,,
信仪新村,南北通风小三房，业主诚意出售，中间楼层，诚意出售,中楼层 (共6层) | 1989年建 | 3室1厅 | 65.2平米 | 南,418,"64,111",1989,65.2,33,31.25471298,121.4289066,70500,1,清涧二街坊,31.26730815,121.3909246,59912.66667,,,,,,,
光新三村,高楼层，采光充足，视野好，南面正对小区花园，诚意,高楼层 (共7层) | 1987年建 | 1室1厅 | 32.39平米 | 南,203,"62,674",1987,32.39,35,30.96679839,121.842184,70500,1,清涧六街坊,31.2486365,121.5807664,59177.33333,,,,,,,
光新三村,次顶楼，采光充足，视野好，到价签字，付款无要求,高楼层 (共6层) | 1986年建 | 1室1厅 | 41.55平米 | 南,270,"64,982",1986,41.55,36,30.96679839,121.842184,70500,1,清涧七街坊,31.26545084,121.3922899,57459.66667,,,,,,,
光新三村,内环边，满五年唯壹周 边生活便利，商场近在咫尺,高楼层 (共6层) | 1986年建 | 1室1厅 | 31.23平米 | 南,205,"65,643",1986,31.23,36,30.96679839,121.842184,70500,1,清涧三街坊,31.26711138,121.3931079,56638,,,,,,,
光新苑,售后公房，税费少，中间楼层，位置好，业主急售,中楼层 (共7层) | 1986年建 | 1室1厅 | 38.89平米 | 南,248,"63,770",1986,38.89,36,31.2593509,121.438835,70500,1,清涧四街坊,31.26711138,121.3931079,59976.5,,,,,,,
光新苑,地段好，交通便，近地铁3、4号线！,中楼层 (共7层) | 1987年建 | 1室1厅 | 38.99平米 | 东 北,243,"62,324",1987,38.99,35,31.2593509,121.438835,70500,1,秋月枫舍,31.25463981,121.4356808,94316,,,,,,,
光新苑,全明户型视野好大两房诚意出售出行便利,高楼层 (共7层) | 1987年建 | 2室1厅 | 64.59平米 | 南,379,"58,678",1987,64.59,35,31.2593509,121.438835,70500,1,日月星辰,31.24869083,121.4480759,85216.5,,,,,,,
光新路129弄,光新路129弄 两房总价低 精装修 朝南 满五,高楼层 (共6层) | 1985年建 | 2室1厅 | 45.42平米 | 南,310,"68,252",1985,45.42,37,31.23592904,121.4805389,70500,1,荣和怡景园,31.28106234,121.3961852,68467.25,,,,,,,
光新路129弄,精装修两房，南北通户型，中间楼层位置安静，诚意出售,中楼层 (共6层) | 1985年建 | 2室1厅 | 50.67平米 | 南 北,345,"68,088",1985,50.67,37,31.23592904,121.4805389,70500,1,沙田花园,31.24219731,121.4399618,90292.5,,,,,,,
光新路129弄,镇坪路地铁站480米南北通边套全明两房一厅装修很讲究,高楼层 (共6层) | 1985年建 | 2室1厅 | 56.81平米 | 南,398,"70,059",1985,56.81,37,31.23592904,121.4805389,70500,1,沙田新苑,31.24341707,121.4195371,72951,,,,,,,
光新路129弄,此房税费少，精装修，户型全明，地铁站近。,低楼层 (共6层) | 1985年建 | 2室1厅 | 32.05平米 | 北,238,"74,259",1985,32.05,37,31.23592904,121.4805389,70500,1,上钞桂花苑,31.24429497,121.3954285,79563,,,,,,,
光新路129弄,近地铁 阳光充足 朝南一室户 全明户型 业主诚售,高楼层 (共7层) | 1985年建 | 1室1厅 | 30.53平米 | 南,210,"68,785",1985,30.53,37,31.23592904,121.4805389,70500,1,上钞银杏苑,31.24467812,121.3984121,84046,,,,,,,
光新路129弄,采光通风好+南北通透+装修好+交通便利,高楼层 (共7层) | 1985年建 | 2室2厅 | 46.76平米 | 南 北,315,"67,366",1985,46.76,37,31.23592904,121.4805389,70500,1,上钞苑,31.24529937,121.3939969,79134.33333,,,,,,,
光新路129弄,此房户型方正，南北通两房，利用率高，业主诚意出售,低楼层 (共7层) | 1985年建 | 2室0厅 | 46.75平米 | 南,310,"66,311",1985,46.75,37,31.23592904,121.4805389,70500,1,上海本色,31.23913389,121.435095,78560,,,,,,,
光新路129弄,总价低+交通便利+配套设施齐全+户型方正,低楼层 (共7层) | 1985年建 | 1室0厅 | 33.34平米 | 西,210,"62,988",1985,33.34,37,31.23592904,121.4805389,70500,1,上海豪园,31.2461632,121.3791793,78083,,,,,,,
光新路129弄,此房户型方正，南北通两房，利用率高，业主诚意出售,高楼层 (共6层) | 1985年建 | 2室1厅 | 57.34平米 | 南 北,398,"69,411",1985,57.34,37,31.23592904,121.4805389,70500,1,上海星港,31.25040261,121.4189781,89407,,,,,,,
光新路129弄,近内环地铁口+南北两房+总价低+婚房装修+满五惟①税低,高楼层 (共7层) | 1985年建 | 2室1厅 | 42.42平米 | 南,280,"66,007",1985,42.42,37,31.23592904,121.4805389,70500,1,上青佳园,31.24802599,121.4434902,82154.25,,,,,,,
兰凤新村,总价单价低的一套小户型，税费少，诚意出售,高楼层 (共6层) | 1984年建 | 1室0厅 | 28.68平米 | 南,190,"66,249",1984,28.68,38,31.83559998,121.3384021,70500,1,圣骊澳门苑,31.2535169,121.4541549,98243,,,,,,,
兰凤新村,税费低，交通生活配套齐全，业主诚意出售,低楼层 (共6层) | 1984年建 | 1室1厅 | 35.2平米 | 南,235,"66,762",1984,35.2,38,31.83559998,121.3384021,70500,1,圣天地服务式公寓,31.2490931,121.4498111,91899.75,,,,,,,
兰溪路231弄,小户型 好租 好自住 房龄新 近地铁,高楼层 (共6层) | 1990年建 | 1室1厅 | 41.2平米 | 南,230,"55,826",1990,41.2,32,31.23592904,121.4805389,70500,1,石光小区,31.25893548,121.4375612,69363.5,,,,,,,
北巷小区,新普陀2000竣工小区 低区陪读优选好房~小区内接宝宝,低楼层 (共6层) | 2000年建 | 1室1厅 | 55.22平米 | 南 西,440,"79,682",2000,55.22,22,0,0,70500,1,石岚二村,31.25586166,121.4292497,66422,,,,,,,
半岛花园,高区大平层+满五+V一+有车位+精装修河景房+花园小区,高楼层 (共32层) | 2003年建 | 5室2厅 | 223.37平米 | 东南 南,2150,"96,253",2003,223.37,19,31.24708685,121.495721,70500,1,石泉大厦,31.25820466,121.4360267,66574,,,,,,,
华师大一村,华师大，双南户型，非顶楼，满五年售后公房,中楼层 (共6层) | 1983年建 | 2室1厅 | 50.53平米 | 南,505,"99,941",1983,50.53,39,31.23210653,121.4171359,70500,1,石泉六村,31.26128882,121.4340116,65097,,,,,,,
华师大一村,华师大一村 1室0厅 南,高楼层 (共5层) | 1993年建 | 1室0厅 | 39.68平米 | 南,398,"100,303",1993,39.68,29,31.23210653,121.4171359,70500,1,石泉路97弄,31.25789102,121.434548,60106,,,,,,,
华师大一村,售后公房 户型好 南北通 近环球港 近地铁,高楼层 (共6层) | 1981年建 | 3室1厅 | 65.39平米 | 南,620,"94,816",1981,65.39,41,31.23210653,121.4171359,70500,1,石泉五村,31.25938686,121.433422,63257,,,,,,,
华师大一村,三房朝南全明房型 无遮挡 看苏州河,中楼层 (共20层) | 1994年建 | 3室1厅 | 91.2平米 | 南,860,"94,299",1994,91.2,28,31.23210653,121.4171359,70500,1,石泉小区,31.25682271,121.4310626,64309,,,,,,,
华师大一村,寻找师大的 看过来 错过不在有 先看房 二楼的,低楼层 (共6层) | 1979年建 | 3室1厅 | 61.55平米 | 南,618,"100,407",1979,61.55,43,31.23210653,121.4171359,70500,1,石泉一村,31.25845454,121.4337985,62034.66667,,,,,,,
华师大一村,满五税费少 一梯两户 得房率高 业主诚售,高楼层 (共5层) | 1983年建 | 3室1厅 | 67.44平米 | 南,667,"98,903",1983,67.44,39,31.23210653,121.4171359,70500,1,石泉苑,31.25671335,121.4326223,59232,,,,,,,
华师大一村,寻找师大的 看过来 错过不在有 先看房,高楼层 (共5层) | 1973年建 | 1室1厅 | 38.82平米 | 南,380,"97,888",1973,38.82,49,31.23210653,121.4171359,70500,1,石一小区,31.25789527,121.4339359,61623.25,,,,,,,
华师大一村,双南一北 得房率高 南北通全明户型 非顶楼 看房方便,高楼层 (共6层) | 1985年建 | 3室1厅 | 66.66平米 | 南 北,623,"93,460",1985,66.66,37,31.23210653,121.4171359,70500,1,世纪之门,31.25382483,121.4455031,90660.66667,,,,,,,
华师大一村,双南2房中间楼层，小区中间位置，轨道3，4，13号线,中楼层 (共5层) | 1986年建 | 2室1厅 | 54.07平米 | 南,535,"98,946",1986,54.07,36,31.23210653,121.4171359,70500,1,市政馨苑,31.25962494,121.4202832,66223.5,,,,,,,
华师大一村,售后公房，双南一北户型，采光良好，交通方便，诚售！,高楼层 (共6层) | 1981年建 | 3室1厅 | 65.39平米 | 南 北,595,"90,993",1981,65.39,41,31.23210653,121.4171359,70500,1,书香名第,31.22878386,121.414583,70191.66667,,,,,,,
华师大一村,售后公房 税费低 中楼层 采光好,中楼层 (共5层) | 1986年建 | 2室1厅 | 53.24平米 | 南,530,"99,550",1986,53.24,36,31.23210653,121.4171359,70500,1,双泉公寓,31.26584855,121.4330162,62486,,,,,,,
华师大一村,此房满五税费少 电梯一房精装修 业主诚意出售,中楼层 (共20层) | 1994年建 | 1室1厅 | 40.11平米 | 南,405,"100,973",1994,40.11,28,31.23210653,121.4171359,70500,1,双山小区,31.26682285,121.4306362,66308.375,,,,,,,
华师大一村,华师大一村 1室1厅 南,高楼层 (共6层) | 1985年建 | 1室1厅 | 37.8平米 | 南,404,"106,879",1985,37.8,37,31.23210653,121.4171359,70500,1,水塘小区,31.25526656,121.4061048,66110.11111,,,,,,,
华延公寓,满五少税，双南两房 房东诚意卖 交通便利 采光充足,低楼层 (共18层) | 1999年建 | 2室2厅 | 103.3平米 | 南,585,"56,632",1999,103.3,23,31.26608198,121.4345383,70500,1,顺达公寓,31.2367106,121.4241333,68999,,,,,,,
